index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit,income_quintile
9861,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,With parents,30,80,1,0,0,0,Laborers,3,24,2,3
9862,F,N,N,0,202500,Working,Higher education,Single / not married,House / apartment,32,23,1,0,0,1,Laborers,1,9,1,2
9863,F,N,Y,0,270000,Working,Secondary / secondary special,Married,Municipal apartment,57,295,1,0,0,0,Laborers,2,55,2,1
9864,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,30,35,1,0,0,0,Managers,3,6,2,1
9865,M,N,Y,1,202500,State servant,Higher education,Married,House / apartment,29,78,1,0,0,0,Core staff,3,28,2,2
9866,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,47,56,1,0,0,0,Laborers,2,24,2,1
9867,F,N,N,1,45000,Working,Secondary / secondary special,Married,House / apartment,33,132,1,0,0,0,,3,48,2,4
9868,F,N,N,0,45000,Working,Higher education,Married,House / apartment,50,103,1,1,0,0,Accountants,2,52,2,4
9869,F,N,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,27,77,1,0,0,0,Medicine staff,4,30,2,3
9870,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,44,196,1,0,1,0,Laborers,2,7,2,4
9871,M,N,Y,0,247500,Working,Secondary / secondary special,Civil marriage,House / apartment,24,5,1,1,1,0,Managers,2,2,1,1
9872,M,Y,Y,2,472500,Commercial associate,Higher education,Married,House / apartment,48,68,1,0,0,0,Managers,4,25,2,1
9873,M,Y,N,0,132372,Commercial associate,Secondary / secondary special,Married,With parents,23,12,1,1,0,1,Sales staff,2,10,0,3
9874,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,41,111,1,0,0,0,,1,28,2,3
9875,M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,22,36,1,1,0,0,Laborers,1,17,2,4
9876,F,N,Y,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,48,185,1,0,0,0,Laborers,2,20,0,4
9877,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,40,26,1,1,0,0,Managers,2,50,2,1
9878,F,N,Y,0,167400,Pensioner,Secondary / secondary special,Married,House / apartment,52,12174,1,0,0,0,,2,50,1,2
9879,M,Y,Y,1,234000,Working,Secondary / secondary special,Married,House / apartment,31,120,1,0,0,0,High skill tech staff,3,50,1,1
9880,F,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,28,75,1,0,0,0,Sales staff,3,23,0,2
9881,F,Y,Y,2,90000,State servant,Higher education,Married,House / apartment,30,13,1,0,0,0,Core staff,4,6,1,4
9882,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,49,19,1,0,0,0,Drivers,2,5,1,3
9883,F,N,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,38,26,1,0,0,0,Laborers,3,34,1,2
9884,F,N,N,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,12174,1,0,0,0,,1,45,0,3
9885,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60,12174,1,0,0,0,,1,13,2,4
9886,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,28,93,1,0,0,0,,3,5,2,1
9887,F,N,N,2,90000,Working,Secondary / secondary special,Married,House / apartment,43,262,1,1,0,0,,4,18,2,4
9888,F,N,N,0,121500,Working,Higher education,Married,House / apartment,26,56,1,0,0,0,Core staff,2,7,2,3
9889,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,37,102,1,0,0,0,Core staff,4,25,2,2
9890,M,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,50,46,1,0,0,0,Drivers,2,26,2,1
9891,F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,29,22,1,1,0,0,,4,3,1,3
9892,M,Y,N,0,247500,State servant,Higher education,Married,With parents,33,77,1,1,1,1,Core staff,2,0,0,1
9893,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,56,12174,1,0,1,0,,2,35,2,2
9894,F,N,Y,0,39600,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,0,0,,2,48,2,4
9895,F,Y,Y,4,112500,Working,Higher education,Married,House / apartment,37,65,1,0,0,0,Core staff,6,42,2,4
9896,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,27,71,1,1,0,0,Laborers,1,19,2,2
9897,F,N,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,47,6,1,1,1,0,Accountants,2,6,2,1
9898,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,47,318,1,0,0,0,Realty agents,2,35,2,1
9899,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,31,82,1,1,1,0,Drivers,2,27,2,2
9900,M,Y,N,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,47,5,1,0,0,0,Drivers,2,55,2,3
9901,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,25,57,1,1,1,0,,1,16,2,2
9902,F,N,Y,1,720000,Commercial associate,Higher education,Married,House / apartment,45,74,1,0,0,1,Managers,3,2,1,1
9903,F,Y,Y,0,103500,Pensioner,Higher education,Civil marriage,House / apartment,63,12174,1,0,1,0,,2,6,1,4
9904,F,N,Y,1,157500,Working,Higher education,Married,House / apartment,30,67,1,0,0,0,Sales staff,3,24,1,2
9905,F,N,Y,1,225000,Working,Higher education,Single / not married,House / apartment,29,15,1,0,0,0,Sales staff,2,41,2,1
9906,F,N,N,0,49500,Pensioner,Higher education,Married,Municipal apartment,57,12174,1,0,0,0,,2,9,2,4
9907,F,N,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,56,187,1,0,0,0,Accountants,1,43,2,1
9908,M,Y,N,2,180000,Commercial associate,Higher education,Married,House / apartment,32,49,1,0,1,0,HR staff,4,27,2,2
9909,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,54,152,1,0,1,0,,2,29,2,1
9910,F,N,Y,0,112500,Pensioner,Higher education,Single / not married,House / apartment,59,12174,1,0,0,0,,1,41,1,4
9911,M,Y,N,0,148500,State servant,Secondary / secondary special,Married,House / apartment,28,100,1,1,0,0,,2,1,1,3
9912,M,Y,Y,0,184500,Working,Secondary / secondary special,Married,House / apartment,33,40,1,0,0,0,Drivers,2,23,2,2
9913,M,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,61,12174,1,0,1,0,,2,17,2,4
9914,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,50,363,1,0,0,0,Laborers,2,31,2,2
9915,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,47,80,1,0,0,0,Managers,2,19,2,2
9916,F,N,Y,0,193500,Working,Secondary / secondary special,Married,House / apartment,50,77,1,0,0,0,,2,9,1,2
9917,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,46,336,1,1,1,0,Core staff,2,23,0,2
9918,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,35,79,1,1,1,0,Waiters/barmen staff,2,16,1,4
9919,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,43,66,1,0,1,0,High skill tech staff,3,25,2,2
9920,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58,12174,1,0,1,0,,2,30,2,2
9921,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,63,386,1,1,1,0,Cleaning staff,1,1,1,2
9922,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,48,187,1,0,1,0,Laborers,2,36,1,2
9923,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,34,192,1,0,0,0,Managers,3,27,2,2
9924,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,38,31,1,0,1,1,Laborers,3,17,2,3
9925,F,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,33,68,1,0,0,0,Core staff,4,15,2,2
9926,F,N,Y,0,153000,Commercial associate,Incomplete higher,Married,House / apartment,25,35,1,0,0,1,,2,25,2,3
9927,M,Y,N,0,292500,Working,Secondary / secondary special,Single / not married,House / apartment,38,50,1,0,1,0,Drivers,1,10,2,1
9928,F,N,N,0,292500,Commercial associate,Higher education,Married,House / apartment,48,29,1,0,1,0,Accountants,2,49,2,1
9929,F,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,39,153,1,0,0,0,Laborers,3,55,2,1
9930,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,66,12174,1,0,0,0,,2,6,1,1
9931,F,N,Y,0,270000,Working,Higher education,Single / not married,House / apartment,45,12,1,0,0,0,Sales staff,1,29,2,1
9932,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,41,9,1,0,0,0,Core staff,3,44,0,1
9933,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,41,104,1,1,1,0,Laborers,2,34,2,2
9934,F,N,N,0,255150,Pensioner,Incomplete higher,Civil marriage,Rented apartment,51,12174,1,0,0,0,,2,16,1,1
9935,M,Y,N,0,270000,Working,Incomplete higher,Married,House / apartment,32,29,1,1,1,1,Laborers,2,4,2,1
9936,M,N,Y,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,29,39,1,1,0,0,Laborers,4,12,2,4
9937,M,Y,Y,1,247500,Working,Secondary / secondary special,Married,House / apartment,43,133,1,0,0,0,Core staff,3,32,2,1
9938,F,N,N,0,67500,Working,Secondary / secondary special,Married,With parents,42,289,1,1,1,0,Medicine staff,2,52,2,4
9939,M,N,N,0,121500,Working,Higher education,Married,House / apartment,26,101,1,0,0,0,,2,11,1,3
9940,F,N,N,0,157500,State servant,Higher education,Married,House / apartment,31,26,1,1,1,0,Core staff,2,0,0,2
9941,F,Y,N,2,270000,State servant,Higher education,Married,House / apartment,43,245,1,1,1,0,,4,29,2,1
9942,M,N,Y,1,135000,Working,Secondary / secondary special,Separated,House / apartment,45,29,1,0,0,0,Laborers,2,43,2,3
9943,F,N,Y,0,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,29,13,1,0,0,0,Sales staff,2,55,2,3
9944,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,48,72,1,1,1,0,Laborers,2,14,2,2
9945,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,56,231,1,0,0,0,High skill tech staff,2,10,2,1
9946,M,Y,N,0,225000,State servant,Higher education,Married,Co-op apartment,39,113,1,0,1,0,Managers,2,41,2,1
9947,M,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,61,12174,1,0,0,0,,2,9,2,2
9948,F,N,Y,0,121500,Commercial associate,Secondary / secondary special,Married,Co-op apartment,32,57,1,0,1,0,Sales staff,2,17,1,3
9949,M,N,Y,0,202500,Working,Incomplete higher,Civil marriage,House / apartment,23,3,1,0,1,1,Core staff,2,10,2,2
9950,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,52,47,1,0,0,0,Laborers,2,3,1,3
9951,M,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,47,78,1,0,0,0,Laborers,2,53,1,1
9952,F,Y,N,0,112500,Working,Secondary / secondary special,Separated,House / apartment,53,81,1,0,0,0,,1,22,1,4
9953,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,27,67,1,0,0,0,,2,30,2,3
9954,M,Y,Y,0,315000,Commercial associate,Higher education,Married,Office apartment,37,146,1,0,0,0,Core staff,2,50,2,1
9955,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,58,12174,1,0,1,0,,2,27,0,2
9956,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,57,289,1,1,1,0,Accountants,2,21,2,1
9957,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,40,41,1,0,0,0,Drivers,4,56,2,1
9958,F,N,Y,0,65250,Pensioner,Secondary / secondary special,Widow,House / apartment,54,12174,1,0,1,0,,1,32,2,4
9959,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,37,187,1,1,1,0,,3,1,0,1
9960,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,46,49,1,0,1,0,,2,47,2,3
9961,M,N,Y,1,270000,Commercial associate,Incomplete higher,Married,House / apartment,34,38,1,0,1,0,Drivers,3,57,1,1
9962,F,N,Y,0,180000,Working,Secondary / secondary special,Widow,House / apartment,48,59,1,0,0,0,Accountants,1,47,2,2
9963,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,Office apartment,27,30,1,1,0,0,Core staff,2,12,1,4
9964,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,26,6,1,0,0,0,Sales staff,1,23,2,4
9965,F,N,Y,0,423000,Commercial associate,Secondary / secondary special,Separated,House / apartment,36,105,1,0,0,0,Private service staff,1,17,2,1
9966,F,N,Y,0,67500,Working,Incomplete higher,Single / not married,House / apartment,34,48,1,0,0,0,,1,43,1,4
9967,F,Y,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,59,12174,1,0,0,0,,2,43,2,2
9968,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,24,58,1,0,0,0,Sales staff,1,33,2,1
9969,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,28,62,1,0,0,0,Laborers,3,53,1,1
9970,F,N,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,51,405,1,1,1,1,Laborers,2,11,2,2
9971,F,N,Y,1,185400,Working,Higher education,Married,House / apartment,40,13,1,0,0,1,Core staff,3,19,2,2
9972,M,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,29,77,1,0,1,1,Laborers,3,16,2,2
9973,F,N,Y,0,193500,Working,Secondary / secondary special,Married,House / apartment,49,34,1,0,0,0,Laborers,2,16,2,2
9974,F,N,Y,2,99000,Commercial associate,Higher education,Married,House / apartment,34,14,1,0,1,0,Accountants,4,53,2,4
9975,F,N,Y,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,59,12174,1,0,1,0,,1,16,2,3
9976,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,32,152,1,0,0,0,Laborers,2,26,2,1
9977,M,N,N,0,67500,State servant,Secondary / secondary special,Married,House / apartment,31,93,1,0,0,0,Laborers,2,9,0,4
9978,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,53,9,1,0,0,0,Laborers,1,42,2,2
9979,M,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,29,114,1,0,0,1,Laborers,2,32,2,1
9980,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,1,0,,2,55,2,4
9981,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,27,4,1,0,0,0,Drivers,3,12,1,2
9982,F,Y,Y,1,225000,Working,Higher education,Separated,House / apartment,40,55,1,0,0,0,Core staff,2,8,2,1
9983,M,N,N,1,180000,State servant,Secondary / secondary special,Married,House / apartment,37,209,1,0,0,0,Managers,3,43,2,2
9984,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,39,6,1,0,0,0,,2,4,2,1
9985,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,16,0,2
9986,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,52,12174,1,0,0,0,,2,58,2,3
9987,F,N,N,0,33300,Pensioner,Secondary / secondary special,Married,Office apartment,53,12174,1,0,0,0,,2,19,2,4
9988,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,56,12174,1,0,0,0,,2,10,2,4
9989,M,N,N,0,225000,Working,Incomplete higher,Married,House / apartment,27,9,1,1,0,0,Drivers,2,44,2,1
9990,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,56,66,1,0,0,0,Medicine staff,2,24,2,4
9991,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64,12174,1,0,0,0,,1,54,1,2
9992,F,N,N,0,157500,Commercial associate,Higher education,Separated,With parents,43,14,1,0,0,0,,1,35,1,2
9993,M,Y,N,0,38250,Pensioner,Lower secondary,Married,House / apartment,62,12174,1,0,1,0,,2,44,2,4
9994,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,51,364,1,0,1,0,,2,51,2,3
9995,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,61,12174,1,0,1,0,,1,15,2,3
9996,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,55,19,1,1,1,0,Drivers,2,31,1,2
9997,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,57,185,1,1,1,0,Drivers,2,22,2,1
9998,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,27,105,1,1,1,0,Laborers,3,42,0,3
9999,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,47,37,1,1,0,0,Laborers,2,9,2,4
10000,M,Y,N,0,117000,Working,Secondary / secondary special,Single / not married,House / apartment,24,5,1,0,0,1,,1,25,1,4
10001,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,43,5,1,0,0,0,Security staff,2,25,2,3
10002,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,28,113,1,0,0,0,Laborers,4,11,2,1
10003,F,N,Y,0,94500,Pensioner,Secondary / secondary special,Widow,House / apartment,66,12174,1,0,0,0,,1,6,2,4
10004,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,35,23,1,0,0,0,,2,17,2,4
10005,F,N,Y,0,225000,Working,Higher education,Married,House / apartment,32,35,1,0,1,0,Managers,2,6,2,1
10006,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,31,26,1,0,0,0,Core staff,3,24,1,4
10007,F,N,N,3,135000,Working,Secondary / secondary special,Married,House / apartment,36,18,1,0,0,0,Waiters/barmen staff,5,1,1,3
10008,M,Y,Y,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,54,35,1,0,0,0,Laborers,2,17,0,1
10009,M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,26,45,1,1,1,0,Drivers,1,49,2,2
10010,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,59,12174,1,0,0,0,,1,50,0,4
10011,M,N,Y,0,450000,State servant,Secondary / secondary special,Married,House / apartment,47,219,1,0,0,0,Core staff,2,50,2,1
10012,M,N,N,1,216000,Commercial associate,Higher education,Separated,House / apartment,29,39,1,0,0,0,Laborers,2,40,2,2
10013,F,N,N,0,49500,Pensioner,Higher education,Married,Municipal apartment,57,12174,1,0,0,0,,2,11,0,4
10014,M,Y,N,0,202500,Working,Lower secondary,Married,Rented apartment,40,28,1,1,1,0,Laborers,2,15,2,2
10015,M,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,52,26,1,0,0,1,,3,1,1,1
10016,F,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,32,93,1,0,1,0,Core staff,4,21,2,2
10017,F,N,N,1,76500,Working,Secondary / secondary special,Married,House / apartment,27,24,1,1,0,0,Sales staff,3,8,1,4
10018,M,Y,Y,0,103500,Working,Secondary / secondary special,Single / not married,House / apartment,42,20,1,0,0,0,Laborers,1,15,2,4
